timestamp,client_id,question_id,latency_ms
2025-04-04T20:58:15.184Z,SIMMAC0075_843afa,m939mguy-bec5,3
2025-04-04T20:58:15.196Z,SIMMAC001F_cb97c3,m939mguy-bec5,3
2025-04-04T20:58:15.206Z,SIMMAC0048_41a45b,m939mguy-bec5,3
2025-04-04T20:58:15.207Z,SIMMAC0088_21d9f7,m939mguy-bec5,2
2025-04-04T20:58:15.260Z,SIMMAC000D_53c695,m939mguy-bec5,2
2025-04-04T20:58:15.263Z,SIMMAC0034_971858,m939mguy-bec5,2
2025-04-04T20:58:15.269Z,SIMMAC004B_bda3fe,m939mguy-bec5,1
2025-04-04T20:58:15.276Z,SIMMAC005B_7409b3,m939mguy-bec5,1
2025-04-04T20:58:15.292Z,SIMMAC007E_8460c2,m939mguy-bec5,2
2025-04-04T20:58:15.293Z,SIMMAC0080_d5bdcf,m939mguy-bec5,2
2025-04-04T20:58:15.296Z,SIMMAC0081_5cb363,m939mguy-bec5,1
2025-04-04T20:58:15.317Z,SIMMAC002B_c498ec,m939mguy-bec5,1
2025-04-04T20:58:15.345Z,SIMMAC0011_f9618c,m939mguy-bec5,2
2025-04-04T20:58:15.360Z,SIMMAC0028_9a5bd9,m939mguy-bec5,1
2025-04-04T20:58:15.363Z,SIMMAC0044_84b97c,m939mguy-bec5,2
2025-04-04T20:58:15.368Z,SIMMAC006D_7a20de,m939mguy-bec5,1
2025-04-04T20:58:15.391Z,SIMMAC0002_b14c8d,m939mguy-bec5,2
2025-04-04T20:58:15.393Z,SIMMAC001E_f2ea72,m939mguy-bec5,2
2025-04-04T20:58:15.404Z,SIMMAC0074_e9f590,m939mguy-bec5,1
2025-04-04T20:58:15.414Z,SIMMAC0042_cf59c1,m939mguy-bec5,1
2025-04-04T20:58:15.424Z,SIMMAC0001_b8c4e4,m939mguy-bec5,2
2025-04-04T20:58:15.442Z,SIMMAC003F_add922,m939mguy-bec5,2
2025-04-04T20:58:15.444Z,SIMMAC0019_b7a61a,m939mguy-bec5,1
2025-04-04T20:58:15.451Z,SIMMAC002C_276efc,m939mguy-bec5,2
2025-04-04T20:58:15.457Z,SIMMAC0037_d4bb00,m939mguy-bec5,4
2025-04-04T20:58:15.461Z,SIMMAC0078_89c5e6,m939mguy-bec5,3
2025-04-04T20:58:15.462Z,SIMMAC0056_7141ce,m939mguy-bec5,2
2025-04-04T20:58:15.480Z,SIMMAC005F_9770dc,m939mguy-bec5,1
2025-04-04T20:58:15.483Z,SIMMAC0092_4e9661,m939mguy-bec5,1
2025-04-04T20:58:15.492Z,SIMMAC000C_a79e98,m939mguy-bec5,3
2025-04-04T20:58:15.500Z,SIMMAC0084_8d09f2,m939mguy-bec5,2
2025-04-04T20:58:15.504Z,SIMMAC004F_f3a255,m939mguy-bec5,2
2025-04-04T20:58:15.515Z,SIMMAC0014_7a285c,m939mguy-bec5,1
2025-04-04T20:58:15.516Z,SIMMAC001D_ca73f3,m939mguy-bec5,1
2025-04-04T20:58:15.517Z,SIMMAC005C_fd4532,m939mguy-bec5,1
2025-04-04T20:58:15.548Z,SIMMAC002E_750a0e,m939mguy-bec5,2
2025-04-04T20:58:15.561Z,SIMMAC0026_722539,m939mguy-bec5,2
2025-04-04T20:58:15.566Z,SIMMAC0041_99863c,m939mguy-bec5,1
2025-04-04T20:58:15.584Z,SIMMAC0038_b66393,m939mguy-bec5,1
2025-04-04T20:58:15.589Z,SIMMAC0031_c37197,m939mguy-bec5,1
2025-04-04T20:58:15.622Z,SIMMAC0059_f3ffa7,m939mguy-bec5,2
2025-04-04T20:58:15.623Z,SIMMAC008E_c51551,m939mguy-bec5,3
2025-04-04T20:58:15.644Z,SIMMAC0064_62a9ab,m939mguy-bec5,1
2025-04-04T20:58:15.646Z,SIMMAC0068_cc3ec8,m939mguy-bec5,2
2025-04-04T20:58:15.667Z,SIMMAC006A_5f69fc,m939mguy-bec5,2
2025-04-04T20:58:15.687Z,SIMMAC0006_623cb9,m939mguy-bec5,2
2025-04-04T20:58:15.706Z,SIMMAC002A_746111,m939mguy-bec5,2
2025-04-04T20:58:15.710Z,SIMMAC0058_8b706a,m939mguy-bec5,1
2025-04-04T20:58:15.749Z,SIMMAC008D_c783db,m939mguy-bec5,2
2025-04-04T20:58:15.751Z,SIMMAC007B_88e691,m939mguy-bec5,4
2025-04-04T20:58:15.764Z,SIMMAC0009_8daf18,m939mguy-bec5,6
2025-04-04T20:58:15.783Z,SIMMAC0022_4125f9,m939mguy-bec5,3
2025-04-04T20:58:15.784Z,SIMMAC005E_780567,m939mguy-bec5,3
2025-04-04T20:58:15.786Z,SIMMAC0066_ffd253,m939mguy-bec5,1
2025-04-04T20:58:15.808Z,SIMMAC0046_707758,m939mguy-bec5,5
2025-04-04T20:58:15.814Z,SIMMAC0073_0bd3d6,m939mguy-bec5,9
2025-04-04T20:58:15.820Z,SIMMAC0012_094bbe,m939mguy-bec5,5
2025-04-04T20:58:15.830Z,SIMMAC0018_ece288,m939mguy-bec5,8
2025-04-04T20:58:15.854Z,SIMMAC0004_78d930,m939mguy-bec5,2
2025-04-04T20:58:15.861Z,SIMMAC0045_45a5f2,m939mguy-bec5,2
2025-04-04T20:58:15.869Z,SIMMAC0083_f28e1f,m939mguy-bec5,3
2025-04-04T20:58:15.874Z,SIMMAC004A_9cc4b5,m939mguy-bec5,6
2025-04-04T20:58:15.882Z,SIMMAC0087_4ec5da,m939mguy-bec5,4
2025-04-04T20:58:15.909Z,SIMMAC0033_7e218b,m939mguy-bec5,1
2025-04-04T20:58:15.914Z,SIMMAC0030_e5c282,m939mguy-bec5,1
2025-04-04T20:58:15.916Z,SIMMAC0091_fcda1e,m939mguy-bec5,2
2025-04-04T20:58:15.925Z,SIMMAC0043_fca77f,m939mguy-bec5,2
2025-04-04T20:58:15.954Z,SIMMAC0060_f165c0,m939mguy-bec5,1
2025-04-04T20:58:15.961Z,SIMMAC0063_95f8aa,m939mguy-bec5,2
2025-04-04T20:58:15.965Z,SIMMAC008B_f54cfc,m939mguy-bec5,1
2025-04-04T20:58:15.975Z,SIMMAC0054_487d7f,m939mguy-bec5,3
2025-04-04T20:58:15.978Z,SIMMAC0086_1a7656,m939mguy-bec5,3
2025-04-04T20:58:15.979Z,SIMMAC0082_719d13,m939mguy-bec5,1
2025-04-04T20:58:15.982Z,SIMMAC0077_92e4be,m939mguy-bec5,1
2025-04-04T20:58:15.989Z,SIMMAC006F_f78bdb,m939mguy-bec5,4
2025-04-04T20:58:15.996Z,SIMMAC0055_5d4fc1,m939mguy-bec5,7
2025-04-04T20:58:16.008Z,SIMMAC0023_76ca57,m939mguy-bec5,4
2025-04-04T20:58:16.021Z,SIMMAC004C_ac0c11,m939mguy-bec5,3
2025-04-04T20:58:16.029Z,SIMMAC0093_47984f,m939mguy-bec5,2
2025-04-04T20:58:16.034Z,SIMMAC0008_3a49f6,m939mguy-bec5,2
2025-04-04T20:58:16.067Z,SIMMAC0035_3fb01b,m939mguy-bec5,1
2025-04-04T20:58:16.080Z,SIMMAC0061_5a1e6e,m939mguy-bec5,2
2025-04-04T20:58:16.081Z,SIMMAC0047_760445,m939mguy-bec5,1
2025-04-04T20:58:16.090Z,SIMMAC0007_c2ea96,m939mguy-bec5,2
2025-04-04T20:58:16.091Z,SIMMAC0027_2227b5,m939mguy-bec5,3
2025-04-04T20:58:16.095Z,SIMMAC0067_bc9883,m939mguy-bec5,3
2025-04-04T20:58:16.101Z,SIMMAC000A_ed82e0,m939mguy-bec5,1
2025-04-04T20:58:16.105Z,SIMMAC007F_2b2a0c,m939mguy-bec5,4
2025-04-04T20:58:16.111Z,SIMMAC0040_e581c9,m939mguy-bec5,4
2025-04-04T20:58:16.117Z,SIMMAC0051_b8b049,m939mguy-bec5,2
2025-04-04T20:58:16.121Z,SIMMAC0015_b2a561,m939mguy-bec5,2
2025-04-04T20:58:16.167Z,SIMMAC002F_89eb2d,m939mguy-bec5,1
2025-04-04T20:58:16.183Z,SIMMAC005A_fcb8b3,m939mguy-bec5,1
2025-04-04T20:58:16.190Z,SIMMAC004E_848e4f,m939mguy-bec5,2
2025-04-04T20:58:16.193Z,SIMMAC0013_66b809,m939mguy-bec5,2
2025-04-04T20:58:16.200Z,SIMMAC0049_2d76e8,m939mguy-bec5,1
2025-04-04T20:58:16.211Z,SIMMAC0032_cc0056,m939mguy-bec5,2

2025-04-04T21:01:17.473Z,SIMMAC0009_ae1d3f,m939q5av-lhrk,3
2025-04-04T21:01:17.482Z,SIMMAC007F_d889fd,m939q5av-lhrk,4
2025-04-04T21:01:17.483Z,SIMMAC00B6_454272,m939q5av-lhrk,4
2025-04-04T21:01:17.485Z,SIMMAC00B9_da63af,m939q5av-lhrk,2
2025-04-04T21:01:17.493Z,SIMMAC00A5_eed0b7,m939q5av-lhrk,2
2025-04-04T21:01:17.507Z,SIMMAC0073_020c41,m939q5av-lhrk,4
2025-04-04T21:01:17.508Z,SIMMAC005B_cf7dfa,m939q5av-lhrk,5
2025-04-04T21:01:17.521Z,SIMMAC0000_d656d7,m939q5av-lhrk,11
2025-04-04T21:01:17.531Z,SIMMAC002A_22ab04,m939q5av-lhrk,18
2025-04-04T21:01:17.560Z,SIMMAC008F_0771c9,m939q5av-lhrk,44
2025-04-04T21:01:17.572Z,SIMMAC00A7_7a3f74,m939q5av-lhrk,55
2025-04-04T21:01:17.576Z,SIMMAC002E_eba285,m939q5av-lhrk,42
2025-04-04T21:01:17.575Z,SIMMAC0020_256f5b,m939q5av-lhrk,53
2025-04-04T21:01:17.577Z,SIMMAC00A3_fe9da3,m939q5av-lhrk,40
2025-04-04T21:01:17.574Z,SIMMAC00BF_2152db,m939q5av-lhrk,55
2025-04-04T21:01:17.578Z,SIMMAC0031_6ac56a,m939q5av-lhrk,35
2025-04-04T21:01:17.577Z,SIMMAC0048_287f4e,m939q5av-lhrk,42
2025-04-04T21:01:17.610Z,SIMMAC004A_0a3af6,m939q5av-lhrk,52
2025-04-04T21:01:17.611Z,SIMMAC0018_bb7f62,m939q5av-lhrk,51
2025-04-04T21:01:17.612Z,SIMMAC00A4_4a1d94,m939q5av-lhrk,49
2025-04-04T21:01:17.612Z,SIMMAC0001_0fa140,m939q5av-lhrk,46
2025-04-04T21:01:17.624Z,SIMMAC006B_d21aaa,m939q5av-lhrk,51
2025-04-04T21:01:17.625Z,SIMMAC0040_e7ca4d,m939q5av-lhrk,46
2025-04-04T21:01:17.626Z,SIMMAC0021_8aabf9,m939q5av-lhrk,33
2025-04-04T21:01:17.658Z,SIMMAC007A_01af07,m939q5av-lhrk,38
2025-04-04T21:01:17.665Z,SIMMAC0039_d17c60,m939q5av-lhrk,44
2025-04-04T21:01:17.666Z,SIMMAC0090_d22d4d,m939q5av-lhrk,39
2025-04-04T21:01:17.666Z,SIMMAC006E_a1ae1d,m939q5av-lhrk,32
2025-04-04T21:01:17.667Z,SIMMAC0010_bbadd5,m939q5av-lhrk,31
2025-04-04T21:01:17.690Z,SIMMAC00AF_5b969b,m939q5av-lhrk,47
2025-04-04T21:01:17.691Z,SIMMAC006C_3a38c1,m939q5av-lhrk,44
2025-04-04T21:01:17.691Z,SIMMAC0008_d6019b,m939q5av-lhrk,46
2025-04-04T21:01:17.692Z,SIMMAC002F_08dde8,m939q5av-lhrk,43
2025-04-04T21:01:17.692Z,SIMMAC0022_3da331,m939q5av-lhrk,43
2025-04-04T21:01:17.691Z,SIMMAC007E_fcf1a3,m939q5av-lhrk,44
2025-04-04T21:01:17.700Z,SIMMAC00A6_81029a,m939q5av-lhrk,44
2025-04-04T21:01:17.700Z,SIMMAC008C_b62089,m939q5av-lhrk,44
2025-04-04T21:01:17.701Z,SIMMAC0057_fe884c,m939q5av-lhrk,36
2025-04-04T21:01:17.700Z,SIMMAC0032_49dbf3,m939q5av-lhrk,38
2025-04-04T21:01:17.701Z,SIMMAC00A2_7e1de9,m939q5av-lhrk,35
2025-04-04T21:01:17.701Z,SIMMAC0024_98b310,m939q5av-lhrk,27
2025-04-04T21:01:17.701Z,SIMMAC0029_4cb1c8,m939q5av-lhrk,28
2025-04-04T21:01:17.715Z,SIMMAC001F_c32425,m939q5av-lhrk,27
2025-04-04T21:01:17.718Z,SIMMAC00B7_7efbf6,m939q5av-lhrk,18
2025-04-04T21:01:17.718Z,SIMMAC0062_f548f7,m939q5av-lhrk,18
2025-04-04T21:01:17.746Z,SIMMAC0051_78f15a,m939q5av-lhrk,34
2025-04-04T21:01:17.752Z,SIMMAC00C3_6cd4d9,m939q5av-lhrk,18
2025-04-04T21:01:17.768Z,SIMMAC008D_3fee87,m939q5av-lhrk,18
2025-04-04T21:01:17.799Z,SIMMAC001D_aa862a,m939q5av-lhrk,9
2025-04-04T21:01:17.797Z,SIMMAC00BC_17b19c,m939q5av-lhrk,15
2025-04-04T21:01:17.814Z,SIMMAC001C_759ad3,m939q5av-lhrk,12
2025-04-04T21:01:17.814Z,SIMMAC0043_791064,m939q5av-lhrk,11
2025-04-04T21:01:17.848Z,SIMMAC0005_82441c,m939q5av-lhrk,2
2025-04-04T21:01:17.854Z,SIMMAC0033_be626b,m939q5av-lhrk,1
2025-04-04T21:01:17.901Z,SIMMAC0079_65f5f0,m939q5av-lhrk,1
2025-04-04T21:01:17.910Z,SIMMAC00AD_f01f7a,m939q5av-lhrk,2
2025-04-04T21:01:17.916Z,SIMMAC0093_3a3d70,m939q5av-lhrk,1
2025-04-04T21:01:17.917Z,SIMMAC0034_02960a,m939q5av-lhrk,2
2025-04-04T21:01:17.921Z,SIMMAC006D_f77730,m939q5av-lhrk,3
2025-04-04T21:01:17.927Z,SIMMAC00C0_fa36a0,m939q5av-lhrk,4
2025-04-04T21:01:17.945Z,SIMMAC00B1_bff674,m939q5av-lhrk,1
2025-04-04T21:01:17.947Z,SIMMAC009D_b57414,m939q5av-lhrk,2
2025-04-04T21:01:17.959Z,SIMMAC0060_c9c5c3,m939q5av-lhrk,3
2025-04-04T21:01:17.969Z,SIMMAC0011_dda90b,m939q5av-lhrk,1
2025-04-04T21:01:17.987Z,SIMMAC0074_cb920c,m939q5av-lhrk,1
2025-04-04T21:01:17.992Z,SIMMAC0066_f5dfbf,m939q5av-lhrk,2
